"Property ID","Property Type","Full Address","Address 1","Address 2",City,ZIP,State,Status,Specialist,"Sale Date",Price,"Down 1","Better price","Down 2","Best price","Down 3","Monthly Lease",Beds,Baths,Sq.Ft,Lot,Garage,"Year Built","Property Shown",County,Subdivision,"Date Inspected",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
109040,Residential,"Address:
      
        8204 Hanna St
              
        Locality:
    
                     77028 TX
            United States","8204 Hanna St",,Houston,77028,TX,Available,,,"151,999","3,999","150,999","6,999","149,999",10999.00,,3,1,"1,085",6700,0.00,1958,✔,Harris,Holleman,2023-09-12,29.813065,-95.276961,1,rooftop,8204,"Hanna St",,,Houston,TX,"Harris County",77028,US,"City of Houston"
,Commercial,"Address:
      
        9122 Mesa Dr.
              
        Locality:
    
                     77028 TX
            United States","9122 Mesa Dr.",,Houston,77028,TX,Available,,,"499,999","15,999","498,999","17,999","497,500",22999.00,3695,,,"1,701",23858,,,✔,Harris,,2023-07-21,29.844956,-95.261901,1,rooftop,9122,"Mesa Dr",,,Houston,TX,"Harris County",77028,US,"City of Houston"
195047,Residential,"Address:
      
        8178 Way St
              
        Locality:
    
                     77028 TX
            United States","8178 Way St",,Houston,77028,TX,Available,,,"299,999","9,999","298,999","13,999","297,999",15500.00,,3,2,"2,806",22173,0.00,1960,✔,Harris,"Clairmont Place",2023-05-19,29.844775,-95.277319,1,rooftop,8178,"Way St",,,Houston,TX,"Harris County",77028,US,"City of Houston"
84018,Residential,"Address:
      
        7520 Sundown Dr
              
        Locality:
    
                     77028 TX
            United States","7520 Sundown Dr",,Houston,77028,TX,Available,,,"419,999","11,999","418,999","14,999","417,999",17999.00,,4,2+,"3,700",26100,3.00,1976,✔,Harris,"Glen Manor Sec 1",,29.843221,-95.292753,1,rooftop,7520,"Sundown Dr",,,Houston,TX,"Harris County",77028,US,"City of Houston"
167112,Residential,"Address:
      
        6915 Lockwood Dr
              
        Locality:
    
                     77028 TX
            United States","6915 Lockwood Dr",,Houston,77028,TX,Available,,,"122,999","3,999","121,999","5,500","119,777",7500.00,,1,1,,,0.00,1960,✔,Harris,"Trinity Gardens",2023-09-12,29.822695,-95.318744,1,rooftop,6915,"Lockwood Dr",,,Houston,TX,"Harris County",77028,US,"City of Houston"
104029,Land,"Address:
      
        0 E Tidwell Rd
                  Lot 239 - 242 
              
        Locality:
    
                     77028 TX
            United States","0 E Tidwell Rd","Lot 239 - 242",Houston,77028,TX,Available,,,"324,999","14,999","323,999","17,999","322,500",22999.00,,,,"30,240",30240,,,✔,Harris,"Timmerman Place",,29.845672,-95.39411,0.99,street_center,,"E Tidwell Rd",,,Houston,TX,"Harris County",77022,US,"TIGER/Line® dataset from the US Census Bureau"
159003,Residential,"Address:
      
        7902 Romea St.
                  AKA 4626 N WAYSIDE DR 
              
        Locality:
    
                     77028 TX
            United States","7902 Romea St.","AKA 4626 N WAYSIDE DR",Houston,77028,TX,Available,,,"349,999","19,999","346,999","27,999","343,999",39999.00,,,,"9,416",14400,,1955,✔,Harris,"Carver Terrace",2022-10-07,29.802583,-95.284233,1,rooftop,7902,"Romea St",,,Houston,TX,"Harris County",77028,US,"City of Houston"
68035,Land,"Address:
      
        0 Ley Rd TR 54B (TR 54B)
              
        Locality:
    
                     77028 TX
            United States","0 Ley Rd TR 54B (TR 54B)",,Houston,77028,TX,Available,,,"124,999","3,999","123,999","5,900","122,500",7999.00,,,,"12,432",,,,✔,Harris,"Rosadale Gardens",2023-09-14,29.831476,-95.286818,0.7,street_center,,"Ley Rd",,54B,Houston,TX,"Harris County",77028,US,"TIGER/Line® dataset from the US Census Bureau"
197030,Land,"Address:
      
        0 King St Lot 19
              
        Locality:
    
                     77028 TX
            United States","0 King St Lot 19",,Houston,77028,TX,Available,,"Friday, May 28, 2021","73,999","2,500","72,999","3,700","71,999",5500.00,,,,,4082,,,✔,Harris,"Liberty Road Manor",2023-02-27,29.821253,-95.285964,0.7,street_center,,"King St",Lot,19,Houston,TX,"Harris County",77028,US,"TIGER/Line® dataset from the US Census Bureau"
111032,Residential,"Address:
      
        8733 LEY RD
              
        Locality:
    
                     77028 TX
            United States","8733 LEY RD",,Houston,77028,TX,Leased,,"Wednesday, October 07, 2015","129,900","8,000","127,500","9,900","125,500",12500.00,$1099,3,1,"1,076",28800,,1950,✔,Harris,"Knollwood Estates",,29.831168,-95.263412,1,rooftop,8733,"Ley Rd",,,Houston,TX,"Harris County",77028,US,"City of Houston"
162019,Residential,"Address:
      
        8209 Woodlyn Rd
              
        Locality:
    
                     77028 TX
            United States","8209 Woodlyn Rd",,Houston,77028,TX,"Sale Pending","Valarie Armenta","Friday, September 01, 2023","169,999","4,999","168,999","6,500","167,999",7999.00,,3,2,"1,306",7930,0.00,1950,✔,Harris,"Clairmont Place",,29.841788,-95.276499,1,rooftop,8209,"Woodlyn Rd",,,Houston,TX,"Harris County",77028,US,"City of Houston"
167081,Residential,"Address:
      
        4843 Shreveport Blvd
                  AKA 6913 Lockwood
              
        Locality:
    
                     77028 TX
            United States","4843 Shreveport Blvd","AKA 6913 Lockwood",Houston,77028,TX,Available,,,"169,999","6,500","168,999","7,999","167,777",10999.00,$1495,3,1,"1,128",,1.00,1960,✔,Harris,"Trinity Gardens",2023-09-12,29.822444,-95.318761,1,rooftop,4843,"Shreveport Blvd",,,Houston,TX,"Harris County",77028,US,"City of Houston"
47060,Residential,"Address:
      
        1613 Teanaway Ln
              
        Locality:
    
                     77029 TX
            United States","1613 Teanaway Ln",,Houston,77029,TX,Available,,,"230,999","7,999","231,999","9,500","235,999",10999.00,,4,2,"1,380",5940,1.00,1950,✔,Harris,"Pleasanton Manor",2023-07-09,29.762138,-95.276522,1,rooftop,1613,"Teanaway Ln",,,Houston,TX,"Harris County",77029,US,"City of Houston"
157015,Residential,"Address:
      
        1507 Demaree Ln
              
        Locality:
    
                     77029 TX
            United States","1507 Demaree Ln",,Houston,77029,TX,Available,,,"184,900","6,999","183,900","8,900","181,900",10900.00,1499,2,1,720,5000,1.00,1950,✔,Harris,"South End Sunnyside",2023-05-06,29.764264,-95.277438,1,rooftop,1507,"Demaree Ln",,,Houston,TX,"Harris County",77029,US,"City of Houston"
165074,Residential,"Address:
      
        327 De Haven St
              
        Locality:
    
                     77029 TX
            United States","327 De Haven St",,Houston,77029,TX,Available,,,"176,999","5,999","175,999","6,999","174,500",9500.00,,2,1,768,5000,0.00,1940,✔,Harris,Fidelity,2023-05-06,29.739818,-95.255999,1,rooftop,327,"De Haven St",,,Houston,TX,"Harris County",77029,US,"City of Houston"
191020,Residential,"Address:
      
        10141 Wiggins St
              
        Locality:
    
                     77029 TX
            United States","10141 Wiggins St",,Houston,77029,TX,Sold,,"Friday, March 10, 2023","169,999","7,500","168,999","8,500","167,999",10500.00,,3,1,902,5250,1.00,1950,✔,Harris,,2023-01-02,29.76609,-95.250213,1,rooftop,10141,"Wiggins St",,,Houston,TX,"Harris County",77029,US,"City of Houston"
162026,Residential,"Address:
      
        266 Calloway St
              
        Locality:
    
                     77029 TX
            United States","266 Calloway St",,Houston,77029,TX,Available,,,"189,999","6,999","190,999","8,999","187,999",10900.00,,3,1,"1,044",6138,,1930,✔,Harris,"Clinton Park",2023-03-07,29.742519,-95.257869,1,rooftop,266,"Calloway St",,,Houston,TX,"Harris County",77029,US,"City of Houston"
194059,Residential,"Address:
      
        8535 BUCROFT St.
              
        Locality:
    
                     77029 TX
            United States","8535 BUCROFT St.",,Houston,77029,TX,Sold,"John Moreno","Monday, December 19, 2022","218,500","10,999","217,500","11,999","216,500",13500.00,$1895,3,2,"1,688",6438,2.00,1966,✔,Harris,"Pleasant View",2022-11-25,29.757575,-95.273146,1,rooftop,8535,"Bucroft St",,,Houston,TX,"Harris County",77029,US,"City of Houston"
204072,Residential,"Address:
      
        8614 Torcello St
              
        Locality:
    
                     77031 TX
            United States","8614 Torcello St",,Houston,77031,TX,Sold,"Gabriela Espinoza","Wednesday, June 28, 2023","249,999","9,999","248,999","11,999","247,999",13999.00,1899,4,2+,"1,617",1995,2.00,2017,✔,Harris,"Venetian Luxury Homes",2023-06-01,29.65923,-95.529128,1,rooftop,8614,"Torcello St",,,Houston,TX,"Harris County",77031,US,"City of Houston"
136054,Residential,"Address:
      
        5522 FARLEY DR
                  UNIT #B
              
        Locality:
    
                     77032 TX
            United States","5522 FARLEY DR","UNIT #B",Houston,77032,TX,Leased,"Gabriela Espinoza","Tuesday, February 28, 2023","136,999","3,999","135,999","5,500","133,999",6500.00,1199,2,1,"1,006",3186,,1983,✔,Harris,"Fountain View Sec 2",2021-08-23,29.935434,-95.308125,1,rooftop,5522,"Farley Dr",,,Houston,TX,"Harris County",77032,US,"City of Houston"
136053,Residential,"Address:
      
        5518 FARLEY DR 
                  UNITS A & B (DUPLEX)
              
        Locality:
    
                     77032 TX
            United States","5518 FARLEY DR","UNITS A & B (DUPLEX)",Houston,77032,TX,Available,,,"255,999","19,999","254,999","24,999","252,999",32999.00,$1199,2,1,"1,009",3240,,1983,✔,Harris,"Fountain View",2023-06-16,29.935422,-95.308309,1,rooftop,5518,"Farley Dr",,,Houston,TX,"Harris County",77032,US,"City of Houston"
170005,Commercial,"Address:
      
        8515 Martin Luther King #3
              
        Locality:
    
                     77033 TX
            United States","8515 Martin Luther King #3",,Houston,77033,TX,Sold,"Gabriela Espinoza","Friday, June 09, 2023","409,999","19,999","408,500","22,999","407,500",25999.00,$2499,,,"1,290",21250,,1985,✔,Harris,"Edgewood Terrace",2023-05-02,29.659346,-95.336159,1,rooftop,8515,"Martin Luther King Jr Blvd",#,3,Houston,TX,"Harris County",77033,US,"City of Houston"
11920,Land,"Address:
      
        5058 Mallow St
              
        Locality:
    
                     77033 TX
            United States","5058 Mallow St",,Houston,77033,TX,Available,,,"197,999","7,999","196,999","11,999","195,999",14999.00,,,,,12600,,,✔,Harris,"Sunny Gardens",,29.659469,-95.345926,1,rooftop,5058,"Mallow St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
162057,Residential,"Address:
      
        8110 SHARONDALE DR.
              
        Locality:
    
                     77033 TX
            United States","8110 SHARONDALE DR.",,Houston,77033,TX,Leased,"Martha L Cortes","Friday, October 13, 2017","113,900","5,900","111,900","6,900","109,900",8900.00,$1099,4,2,"1,566",7200,1.00,1955,✔,Harris,"BELFORT PARK SEC 7",2017-08-21,29.665645,-95.341023,1,rooftop,8110,"Sharondale Dr",,,Houston,TX,"Harris County",77033,US,"City of Houston"
162051,Residential,"Address:
      
        5915 Ridgeway Dr
              
        Locality:
    
                     77033 TX
            United States","5915 Ridgeway Dr",,Houston,77033,TX,Available,"Vincent Bohne","Tuesday, August 22, 2023","169,999","3,750","168,999","4,999","167,999",6999.00,,3,1,"1,142",7159,1.00,1965,✔,Harris,"Edgewood Sec 4",2023-08-16,29.669089,-95.331924,1,rooftop,5915,"Ridgeway Dr",,,Houston,TX,"Harris County",77033,US,"City of Houston"
162050,Residential,"Address:
      
        5854 Hirondel
              
        Locality:
    
                     77033 TX
            United States","5854 Hirondel",,Houston,77033,TX,Sold,"Orion Rodriguez","Monday, May 01, 2023","181,900","8,500","180,900","9,900","179,500",11999.00,,3,1+,"1,599",6867,2.00,1956,✔,Harris,"Edgewood Terrace",2023-04-04,29.657579,-95.329757,1,rooftop,5854,"Hirondel St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
1620488,Residential,"Address:
      
        5723 Beldart St
              
        Locality:
    
                     77033 TX
            United States","5723 Beldart St",,Houston,77033,TX,Available,,,"169,999","4,999","168,999","5,999","167,999",7999.00,,3,2,"1,215",6085,0.00,1950,✔,Harris,"Belfort Park",,29.661961,-95.335362,1,rooftop,5723,"Beldart St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
202049,Residential,"Address:
      
        5939 Belarbor St
              
        Locality:
    
                     77033 TX
            United States","5939 Belarbor St",,Houston,77033,TX,Available,,"Wednesday, August 02, 2023","175,599","7,999","174,277","8,999","173,277",10999.00,$1839,2,1,"1,167",6600,,1950,✔,Harris,,2023-09-13,29.665871,-95.326756,1,rooftop,5939,"Belarbor St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
143015,Residential,"Address:
      
        5854 Heron Dr
              
        Locality:
    
                     77033 TX
            United States","5854 Heron Dr",,Houston,77033,TX,"Sale Pending","Cynthia Garcia","Monday, August 07, 2023","248,999","9,999","247,500","11,500","246,500",13999.00,2199,4,2,"2,137",,0.00,1960,✔,Harris,"Edgewood Terrace",2023-06-01,29.659221,-95.32983,1,rooftop,5854,"Heron Dr",,,Houston,TX,"Harris County",77033,US,"City of Houston"
162046,Residential,"Address:
      
        5715 Belmark St
              
        Locality:
    
                     77033 TX
            United States","5715 Belmark St",,Houston,77033,TX,Leased,,"Thursday, March 30, 2023","194,999","7,999","193,999","8,999","191,999",11999.00,$1499,3,1,"1,128",6820,1.00,1951,✔,Harris,,2023-03-03,29.664156,-95.33624,1,rooftop,5715,"Belmark St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
73055,Residential,"Address:
      
        5414 NORTHRIDGE DR
              
        Locality:
    
                     77033 TX
            United States","5414 NORTHRIDGE DR",,Houston,77033,TX,Leased,,"Tuesday, November 14, 2017","112,277","6,300","110,277","7,300","107,277",8777.00,$1149,4,1,"1,165",7560,1.00,1955,✔,Harris,"Inwood Terrace",,29.669177,-95.341772,1,rooftop,5414,"Northridge Dr",,,Houston,TX,"Harris County",77033,US,"City of Houston"
,Residential,"Address:
      
        5711 WILLOW GLEN DR
              
        Locality:
    
                     77033 TX
            United States","5711 WILLOW GLEN DR",,Houston,77033,TX,Leased,,"Wednesday, October 10, 2018","135,900","6,900","133,900","7,900","131,500",9900.00,$1359,3,1,"1,695",6985,,1958,✔,Harris,Edgewood,2018-09-27,29.670101,-95.336558,1,rooftop,5711,"Willow Glen Dr",,,Houston,TX,"Harris County",77033,US,"City of Houston"
197078,Residential,"Address:
      
        7803 Chain St
              
        Locality:
    
                     77033 TX
            United States","7803 Chain St",,Houston,77033,TX,"Sale Pending","Orion Rodriguez","Tuesday, September 12, 2023","189,999","6,500","188,999","7,999","187,777",10999.00,1729,3,1,"1,173",6160,1.00,1965,✔,Harris,"East Sunnyside Court",2023-09-12,29.672959,-95.348628,1,rooftop,7803,"Chain St",,,Houston,TX,"Harris County",77033,US,"City of Houston"
,Residential,"Address:
      
        10027 TOLMAN ST
              
        Locality:
    
                     77034 TX
            United States","10027 TOLMAN ST",,Houston,77034,TX,Leased,,"Monday, May 14, 2018","159,900","7,500","157,900","8,500","155,900",9900.00,$1399,4,1+,"1,306",6900,1.00,,✔,Harris,"Sun Valley",2017-11-21,29.640322,-95.234793,1,rooftop,10027,"Tolman St",,,Houston,TX,"Harris County",77034,US,"City of Houston"
205030,Residential,"Address:
      
        10912 Gulf Fwy #39
              
        Locality:
    
                     77034 TX
            United States","10912 Gulf Fwy #39",,Houston,77034,TX,Available,"Valarie Armenta","Thursday, September 21, 2023","153,999","4,500","152,999","6,999","150,999",8900.00,,2,1+,"1,272",,,2009,✔,Harris,,2023-02-17,29.635057,-95.238504,1,rooftop,10912,"Gulf Fwy",Apt,39,Houston,TX,"Harris County",77034,US,"CC 0 Texas Natural Resources Information System"
199049,Residential,"Address:
      
        11550 Chimney Rock Rd
                  Apt. 107
              
        Locality:
    
                     77035 TX
            United States","11550 Chimney Rock Rd","Apt. 107",Houston,77035,TX,Sold,"Orion Rodriguez","Friday, August 11, 2023","119,999","4,999","118,999","5,999","117,777",7999.00,$999,1,1,810,,0.00,1971,✔,Harris,"Westbury Square",2023-05-30,29.654902,-95.480321,1,rooftop,11550,"Chimney Rock Rd",,,Houston,TX,"Harris County",77035,US,"City of Houston"
204054,Residential,"Address:
      
        6633 W Airport Blvd.
                  Apt. 1408
              
        Locality:
    
                     77035 TX
            United States","6633 W Airport Blvd.","Apt. 1408",Houston,77035,TX,Sold,"Valarie Armenta","Monday, May 01, 2023","76,999","2,999","75,999","3,999","74,999",5999.00,,1,1+,946,,1.00,1981,✔,Harris,"Fondren Crossing Condos",2023-04-14,29.643685,-95.506139,1,rooftop,6633,"W Airport Blvd",,,Houston,TX,"Harris County",77035,US,"City of Houston"
112034,Residential,"Address:
      
        12500 Sandpiper Dr
                  Apt. 1
              
        Locality:
    
                     77035 TX
            United States","12500 Sandpiper Dr","Apt. 1",Houston,77035,TX,Sold,"Cynthia Garcia","Tuesday, March 21, 2023","99,777","3,999","98,777","4,999","97,777",6999.00,,2,2,"1,140",,1.00,1981,✔,Harris,"Pipers Crossing Condos",,29.640972,-95.503909,1,rooftop,12500,"Sandpiper Dr",,,Houston,TX,"Harris County",77035,US,"City of Houston"
197075,Residential,"Address:
      
        10202 Forum Park Dr
                  #293 
              
        Locality:
    
                     77036 TX
            United States","10202 Forum Park Dr",#293,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Tuesday, August 22, 2023","77,499","2,999","76,499","3,999","75,277",6999.00,,1,1,,,,,✔,Harris,"Forum Park Condos",2023-05-30,29.669511,-95.555189,1,rooftop,10202,"Forum Park Dr",,,Houston,TX,"Harris County",77036,US,"City of Houston"
160039,Residential,"Address:
      
        9803 Club Creek Dr # 39
              
        Locality:
    
                     77036 TX
            United States","9803 Club Creek Dr # 39",,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Monday, August 28, 2023","73,900","2,999","72,900","4,500","71,900",5900.00,,1,1+,896,,0.00,1983,✔,Harris,"Pradera TH Condo",2023-06-06,29.679448,-95.549482,1,rooftop,9803,"Club Creek Dr",Apt,39,Houston,TX,"Harris County",77036,US,"City of Houston"
160040,Residential,"Address:
      
        9803 Club Creek Dr. #40
              
        Locality:
    
                     77036 TX
            United States","9803 Club Creek Dr. #40",,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Monday, August 28, 2023","78,999","2,500","77,999","3,999","75,999",5999.00,,1,1+,896,,,1983,✔,Harris,"Pradera TH Condo",2023-06-06,29.679448,-95.549482,1,rooftop,9803,"Club Creek Dr",Apt,40,Houston,TX,"Harris County",77036,US,"City of Houston"
197076,Residential,"Address:
      
        10202 Forum Park Dr
                  Apt. 206
              
        Locality:
    
                     77036 TX
            United States","10202 Forum Park Dr","Apt. 206",Houston,77036,TX,Sold,"Gabriela Espinoza","Tuesday, August 22, 2023","57,999","1,999","56,999","3,999","55,999",5999.00,,1,1,754,0,1.00,1981,✔,Harris,"Forum Park T/H condo PH 2",2023-06-06,29.669511,-95.555189,1,rooftop,10202,"Forum Park Dr",,,Houston,TX,"Harris County",77036,US,"City of Houston"
170018,Residential,"Address:
      
        1122 HAVNER LN
              
        Locality:
    
                     77037 TX
            United States","1122 HAVNER LN",,Houston,77037,TX,Leased,,"Thursday, July 02, 2020","159,000","7,500","157,999","8,999","155,999",10999.00,$1379,3,2,"1,466",5500,2.00,1971,✔,Harris,"MELROSE PARK",2018-11-26,29.883761,-95.374406,1,rooftop,1122,"Havner Ln",,,Houston,TX,"Harris County",77037,US,"City of Houston"
65101,Residential,"Address:
      
        13802 Chuckwood Rd
              
        Locality:
    
                     77038 TX
            United States","13802 Chuckwood Rd",,Houston,77038,TX,Leased,,"Wednesday, December 21, 2022","224,999","9,999","223,999","11,999","222,999",13999.00,$1850,3,2,"1,848",6633,2.00,1979,✔,Harris,"Woodgate Sec 3",2022-12-10,29.935551,-95.461866,1,rooftop,13802,"Chuckwood Rd",,,Houston,TX,"Harris County",77038,US,"City of Houston"
173002,Residential,"Address:
      
        1331 PILOT POINT DR
              
        Locality:
    
                     77038 TX
            United States","1331 PILOT POINT DR",,Houston,77038,TX,Leased,,,,,,,,,,3,1,975,7056,1.00,1973,✔,Harris,Fallbrook,2019-03-13,29.919237,-95.444386,1,rooftop,1331,"Pilot Point Dr",,,Houston,TX,"Harris County",77038,US,"City of Houston"
202054,Residential,"Address:
      
        1219 Pilot Point Dr
              
        Locality:
    
                     77038 TX
            United States","1219 Pilot Point Dr",,Houston,77038,TX,Sold,"Gabriela Espinoza","Wednesday, March 01, 2023","339,999","14,999","338,777","16,999","337,500",19999.00,$2895,5,4+,"3,231",6448,,1974,✔,Harris,"Fallbrook Sec 2",2023-01-06,29.919462,-95.442153,1,rooftop,1219,"Pilot Point Dr",,,Houston,TX,"Harris County",77038,US,"City of Houston"
96048,Residential,"Address:
      
        12226 WILD PINE DR #A
              
        Locality:
    
                     77039 TX
            United States","12226 WILD PINE DR #A",,Houston,77039,TX,"Sale Pending","Martha L Cortes","Wednesday, July 19, 2023","129,999","3,999","128,999","5,555","127,500",7999.00,,,,,,,,✔,Harris,"Pine Village North",2023-06-02,29.90113,-95.304052,1,rooftop,12226,"Wild Pine Dr",Unit,A,Houston,TX,"Harris County",77039,US,"City of Houston"
203023,Residential,"Address:
      
        5783 Easthampton Dr #B
              
        Locality:
    
                     77039 TX
            United States","5783 Easthampton Dr #B",,Houston,77039,TX,Available,,,,,,,,,,3,2,"1,685",,2.00,1979,✔,Harris,"Pine Village North",2023-09-11,29.902651,-95.304909,1,rooftop,5783,"Easthampton Dr",Unit,B,Houston,TX,"Harris County",77039,US,"City of Houston"
203024,Residential,"Address:
      
        12231 Wild Pine Dr
              
        Locality:
    
                     77039 TX
            United States","12231 Wild Pine Dr",,Houston,77039,TX,Available,,,,,,,,,,2,1+,"1,340",,2.00,1979,✔,Harris,"Pine Village North",2023-09-13,29.902081,-95.303884,1,rooftop,12231,"Wild Pine Dr",,,Houston,TX,"Harris County",77039,US,"City of Houston"
204071,Residential,"Address:
      
        4739 Sandydale Ln
              
        Locality:
    
                     77039 TX
            United States","4739 Sandydale Ln",,Houston,77039,TX,Sold,"Orion Rodriguez","Monday, July 03, 2023","224,999","8,999","223,999","10,999","222,222",13999.00,$1729,3,1+,"1,485",6600,0.00,1961,✔,Harris,"Eastex Freeway Forest",2023-04-24,29.906964,-95.321145,1,rooftop,4739,"Sandydale Ln",,,Houston,TX,"Harris County",77039,US,"City of Houston"
155012,Residential,"Address:
      
        7410 Log Hollow Dr.
              
        Locality:
    
                     77040 TX
            United States","7410 Log Hollow Dr.",,Houston,77040,TX,Leased,,"Friday, March 10, 2023","249,500","10,999","248,500","11,999","246,500",13999.00,$1789,4,2+,"1,683",6380,,1977,✔,Harris,"Woodland Trails",2023-01-17,29.889177,-95.502089,1,rooftop,7410,"Log Hollow Dr",,,Houston,TX,"Harris County",77040,US,"City of Houston"
109036,Residential,"Address:
      
        13311 Blazey Dr.
              
        Locality:
    
                     77041 TX
            United States","13311 Blazey Dr.",,Houston,77041,TX,Sold,"Gabriela Espinoza","Friday, May 12, 2023","199,900","9,900","198,900","10,900","197,500",12900.00,$1720,2,1,985,6490,1.00,1980,✔,Harris,"Chimney Hill",2023-04-20,29.887538,-95.611206,1,rooftop,13311,"Blazey Dr",,,Houston,TX,"Harris County",77041,US,"City of Houston"
194069,Commercial,"Address:
      
        12734 Tanner Rd
              
        Locality:
    
                     77041 TX
            United States","12734 Tanner Rd",,Houston,77041,TX,Available,,,,"299,000",,"349,000",,399000.00,$41999,,,"57,653",256621,,1992,✔,Harris,"Hahls Suburban Farms",2023-09-15,29.851017,-95.602571,1,rooftop,12734,"Tanner Rd",,,Houston,TX,"Harris County",77041,US,"City of Houston"
160044,Residential,"Address:
      
        11915 GREENCANYON DR
              
        Locality:
    
                     77044 TX
            United States","11915 GREENCANYON DR",,Houston,77044,TX,Leased,,"Thursday, February 27, 2020","129,900","5,900","127,900","6,900","125,900",8900.00,$1229,3,2,"1,128",5600,1.00,1983,✔,Harris,Greensbrook,2020-02-27,29.894531,-95.223439,1,rooftop,11915,"Greencanyon Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
205071,Residential,"Address:
      
        11806 Kingslake Forest Dr
              
        Locality:
    
                     77044 TX
            United States","11806 Kingslake Forest Dr",,Houston,77044,TX,Available,,"Monday, September 11, 2023","165,999","5,500","164,900","7,500","163,500",10499.00,$1549,3,2,"1,410",4400,0.00,2001,✔,Harris,Greensbrook,2023-09-13,29.892366,-95.220653,1,rooftop,11806,"Kingslake Forest Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
171026,Residential,"Address:
      
        12963 Abalone Way
              
        Locality:
    
                     77044 TX
            United States","12963 Abalone Way",,Houston,77044,TX,Available,,"Friday, October 05, 2018",,,,,,,,3,2,"1,597",7810,2.00,1983,✔,Harris,"Parkway Forest",2023-09-22,29.849834,-95.198604,1,rooftop,12963,"Abalone Way",,,Houston,TX,"Harris County",77044,US,"City of Houston"
163006,Residential,"Address:
      
        12343 Haroldson Forest Dr
              
        Locality:
    
                     77044 TX
            United States","12343 Haroldson Forest Dr",,Houston,77044,TX,Available,,,"275,999","11,999","274,500","14,999","272,500",19999.00,$2899,6,6,"3,351",7215,2.00,1979,✔,Harris,"Kings Lake Forest",2023-05-19,29.900429,-95.224585,1,rooftop,12343,"Haroldson Forest Dr",,,Houston,TX,"Harris County",77044,US,"Greater Houston"
101063,Residential,"Address:
      
        12311 KINGS CHASE DRIVE
              
        Locality:
    
                     77044 TX
            United States","12311 KINGS CHASE DRIVE",,Houston,77044,TX,Leased,,"Friday, February 03, 2023","204,999","9,999","203,999","11,999","202,999",13999.00,$1599,3,2,"1,019",6240,2.00,1982,✔,Harris,"Kings lake forest",2023-01-03,29.899264,-95.221176,1,rooftop,12311,"Kings Chase Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
171034,Residential,"Address:
      
        11874 Greenloch Ln
              
        Locality:
    
                     77044 TX
            United States","11874 Greenloch Ln",,Houston,77044,TX,Available,,,"167,999","5,999","166,777","6,999","165,555",9999.00,,2,2,"1,001",4400,1.00,1984,✔,Harris,Greensbrook,2023-09-12,29.894722,-95.224245,1,rooftop,11874,"Greenloch Ln",,,Houston,TX,"Harris County",77044,US,"City of Houston"
167092,Residential,"Address:
      
        12803 ABALONE WAY 
              
        Locality:
    
                     77044 TX
            United States","12803 ABALONE WAY",,Houston,77044,TX,Sold,,"Wednesday, March 01, 2023","219,999","8,900","218,999","9,999","217,500",11999.00,,3,2,"1,553",7150,2.00,1980,✔,Harris,"Parkway Forest",2023-01-12,29.849268,-95.204091,1,rooftop,12803,"Abalone Way",,,Houston,TX,"Harris County",77044,US,"City of Houston"
174016,Residential,"Address:
      
        12226 Greensbrook Forest Dr
              
        Locality:
    
                     77044 TX
            United States","12226 Greensbrook Forest Dr",,Houston,77044,TX,Available,,,"204,999","5,500","203,999","6,999","202,999",8999.00,,3,1,972,5513,0.00,2002,✔,Harris,"Greensbrook Sec 4",,29.891762,-95.216781,1,rooftop,12226,"Greensbrook Forest Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
14034,Residential,"Address:
      
        8607 Sherrywood Dr
              
        Locality:
    
                     77044 TX
            United States","8607 Sherrywood Dr",,Houston,77044,TX,Leased,,"Monday, August 30, 2021","179,999","8,999","178,999","10,999","177,999",12999.00,$1799,3,2,"1,470",6954,2.00,1979,✔,Harris,"Parkway Forest",2021-09-01,29.850332,-95.206338,1,rooftop,8607,"Sherrywood Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
167036,Residential,"Address:
      
        11919 GREENMESA DR
              
        Locality:
    
                     77044 TX
            United States","11919 GREENMESA DR",,Houston,77044,TX,Leased,,"Sunday, March 18, 2018","132,777","5,999","131,777","6,999","129,777",8999.00,$1195,3,1,"1,050",4400,,2006,✔,Harris,Greensbrook,2018-01-10,29.89377,-95.223123,1,rooftop,11919,"Greenmesa Dr",,,Houston,TX,"Harris County",77044,US,"City of Houston"
